Date,Province,Role,Temperature_C,Rainfall_mm,Humidity_Percent,Soil_Moisture
25/11/2023,PathumThani_Hub,Market_Consumer,26.82,0,63.33,0.32
26/11/2023,PathumThani_Hub,Market_Consumer,27.59,3.5,65.79,0.32
27/11/2023,PathumThani_Hub,Market_Consumer,27.82,0,64.96,0.33
28/11/2023,PathumThani_Hub,Market_Consumer,26.43,0,61.04,0.31
29/11/2023,PathumThani_Hub,Market_Consumer,26.71,0,60.88,0.31
30/11/2023,PathumThani_Hub,Market_Consumer,28.15,0.1,62.67,0.31
1/12/2023,PathumThani_Hub,Market_Consumer,28.51,0,67.38,0.31
2/12/2023,PathumThani_Hub,Market_Consumer,27.62,1.2,74.92,0.31
3/12/2023,PathumThani_Hub,Market_Consumer,27.99,0.3,70.21,0.31
4/12/2023,PathumThani_Hub,Market_Consumer,27.06,7.9,80.79,0.38
5/12/2023,PathumThani_Hub,Market_Consumer,27.71,4.9,79.75,0.37
6/12/2023,PathumThani_Hub,Market_Consumer,28.07,4.9,76.38,0.36
7/12/2023,PathumThani_Hub,Market_Consumer,27.12,0,76.42,0.42
8/12/2023,PathumThani_Hub,Market_Consumer,27.11,0,72.38,0.4
9/12/2023,PathumThani_Hub,Market_Consumer,27.98,0,70.42,0.38
10/12/2023,PathumThani_Hub,Market_Consumer,28.15,0,70.17,0.36
11/12/2023,PathumThani_Hub,Market_Consumer,28.42,0.2,75.04,0.35
12/12/2023,PathumThani_Hub,Market_Consumer,28.58,0,70.46,0.33
13/12/2023,PathumThani_Hub,Market_Consumer,27.6,0.9,75.92,0.33
14/12/2023,PathumThani_Hub,Market_Consumer,28.19,0,68.5,0.32
15/12/2023,PathumThani_Hub,Market_Consumer,28.39,0,69.08,0.32
16/12/2023,PathumThani_Hub,Market_Consumer,28.58,0,66.46,0.31
17/12/2023,PathumThani_Hub,Market_Consumer,28.44,0.2,66.62,0.31
18/12/2023,PathumThani_Hub,Market_Consumer,27.2,0,68.54,0.3
19/12/2023,PathumThani_Hub,Market_Consumer,28.05,0,64.88,0.3
20/12/2023,PathumThani_Hub,Market_Consumer,27.79,0,64.17,0.3
21/12/2023,PathumThani_Hub,Market_Consumer,25.76,0,65.92,0.31
22/12/2023,PathumThani_Hub,Market_Consumer,23.19,0,57.62,0.32
23/12/2023,PathumThani_Hub,Market_Consumer,22.24,0,50.25,0.32
24/12/2023,PathumThani_Hub,Market_Consumer,22.85,0,51.12,0.32
25/12/2023,PathumThani_Hub,Market_Consumer,23.38,0,48.96,0.32
26/12/2023,PathumThani_Hub,Market_Consumer,23.77,0.3,59.92,0.32
27/12/2023,PathumThani_Hub,Market_Consumer,25.3,0,62.71,0.31
28/12/2023,PathumThani_Hub,Market_Consumer,26.55,0,59,0.31
29/12/2023,PathumThani_Hub,Market_Consumer,27.22,0,62.04,0.31
30/12/2023,PathumThani_Hub,Market_Consumer,27.55,0,60.79,0.31
31/12/2023,PathumThani_Hub,Market_Consumer,27.96,0,63.12,0.31
1/1/2024,PathumThani_Hub,Market_Consumer,28.21,0,63,0.31
2/1/2024,PathumThani_Hub,Market_Consumer,28.06,0,64.54,0.31
3/1/2024,PathumThani_Hub,Market_Consumer,27.38,0,62.42,0.31
4/1/2024,PathumThani_Hub,Market_Consumer,26.74,0,63.75,0.3
5/1/2024,PathumThani_Hub,Market_Consumer,27.18,0,64.92,0.3
6/1/2024,PathumThani_Hub,Market_Consumer,26.98,0,61.79,0.3
7/1/2024,PathumThani_Hub,Market_Consumer,26.97,0,62.33,0.29
8/1/2024,PathumThani_Hub,Market_Consumer,27.17,0,63.46,0.29
9/1/2024,PathumThani_Hub,Market_Consumer,27.86,0,64.88,0.28
10/1/2024,PathumThani_Hub,Market_Consumer,27.95,0,73.92,0.28
11/1/2024,PathumThani_Hub,Market_Consumer,28.19,0.1,75.38,0.28
12/1/2024,PathumThani_Hub,Market_Consumer,28.11,0.6,76.92,0.29
13/1/2024,PathumThani_Hub,Market_Consumer,28.01,0.2,75.58,0.29
14/1/2024,PathumThani_Hub,Market_Consumer,28.05,0,66.88,0.29
15/1/2024,PathumThani_Hub,Market_Consumer,27.6,0,63.08,0.29
16/1/2024,PathumThani_Hub,Market_Consumer,27.12,0,62.75,0.28
17/1/2024,PathumThani_Hub,Market_Consumer,26.88,0,63.38,0.28
18/1/2024,PathumThani_Hub,Market_Consumer,27.16,0,64.04,0.28
19/1/2024,PathumThani_Hub,Market_Consumer,28.12,0,60.54,0.28
20/1/2024,PathumThani_Hub,Market_Consumer,27.47,0,65.58,0.28
21/1/2024,PathumThani_Hub,Market_Consumer,27.72,0,72,0.27
22/1/2024,PathumThani_Hub,Market_Consumer,27.59,0,70.08,0.27
23/1/2024,PathumThani_Hub,Market_Consumer,27.03,5.2,73.92,0.33
24/1/2024,PathumThani_Hub,Market_Consumer,25.47,0.5,68.92,0.42
25/1/2024,PathumThani_Hub,Market_Consumer,24.39,0.6,61.83,0.4
26/1/2024,PathumThani_Hub,Market_Consumer,25.5,0,59.62,0.38
27/1/2024,PathumThani_Hub,Market_Consumer,26.79,0,62.96,0.35
28/1/2024,PathumThani_Hub,Market_Consumer,27.44,0,62.54,0.34
29/1/2024,PathumThani_Hub,Market_Consumer,27.01,0,64,0.33
30/1/2024,PathumThani_Hub,Market_Consumer,26.95,0.1,68.62,0.33
31/1/2024,PathumThani_Hub,Market_Consumer,27.27,0,68.88,0.32
1/2/2024,PathumThani_Hub,Market_Consumer,27.9,0,76.62,0.31
2/2/2024,PathumThani_Hub,Market_Consumer,28.09,0.2,78.58,0.3
3/2/2024,PathumThani_Hub,Market_Consumer,28.69,1.5,78.04,0.3
4/2/2024,PathumThani_Hub,Market_Consumer,29.02,0,72.75,0.3
5/2/2024,PathumThani_Hub,Market_Consumer,29.05,0.2,73.08,0.29
6/2/2024,PathumThani_Hub,Market_Consumer,29.28,0,73.38,0.29
7/2/2024,PathumThani_Hub,Market_Consumer,29.02,0,74.67,0.29
8/2/2024,PathumThani_Hub,Market_Consumer,28.85,0.4,73.75,0.29
9/2/2024,PathumThani_Hub,Market_Consumer,28.95,0,75.96,0.29
10/2/2024,PathumThani_Hub,Market_Consumer,27.98,3,77.33,0.3
11/2/2024,PathumThani_Hub,Market_Consumer,27.44,0,57,0.3
12/2/2024,PathumThani_Hub,Market_Consumer,26.82,0,51.08,0.29
13/2/2024,PathumThani_Hub,Market_Consumer,26.59,0,58.67,0.29
14/2/2024,PathumThani_Hub,Market_Consumer,27.22,0,60.04,0.29
15/2/2024,PathumThani_Hub,Market_Consumer,28.59,0,70.46,0.29
16/2/2024,PathumThani_Hub,Market_Consumer,29.25,0.1,74.04,0.29
17/2/2024,PathumThani_Hub,Market_Consumer,28.34,2.8,78.75,0.3
18/2/2024,PathumThani_Hub,Market_Consumer,28.63,0,72.38,0.3
19/2/2024,PathumThani_Hub,Market_Consumer,28.28,0,75.12,0.29
20/2/2024,PathumThani_Hub,Market_Consumer,29.22,0,70.96,0.29
21/2/2024,PathumThani_Hub,Market_Consumer,29.27,0.7,72.33,0.28
22/2/2024,PathumThani_Hub,Market_Consumer,29.02,0.2,74.25,0.29
23/2/2024,PathumThani_Hub,Market_Consumer,29.32,0,74.54,0.29
24/2/2024,PathumThani_Hub,Market_Consumer,29.43,0.1,73.33,0.28
25/2/2024,PathumThani_Hub,Market_Consumer,29.35,1,73.71,0.28
26/2/2024,PathumThani_Hub,Market_Consumer,29.68,0.5,72.58,0.28
27/2/2024,PathumThani_Hub,Market_Consumer,29.55,0.3,71,0.28
28/2/2024,PathumThani_Hub,Market_Consumer,28.82,1.5,75.46,0.28
29/2/2024,PathumThani_Hub,Market_Consumer,29.3,0.5,74.5,0.28
1/3/2024,PathumThani_Hub,Market_Consumer,30.08,0,69.33,0.28
2/3/2024,PathumThani_Hub,Market_Consumer,28.33,3.7,77.71,0.32
3/3/2024,PathumThani_Hub,Market_Consumer,29.32,0.6,73.54,0.33
4/3/2024,PathumThani_Hub,Market_Consumer,29.88,0.1,74.38,0.31
5/3/2024,PathumThani_Hub,Market_Consumer,30.59,0,67.92,0.3
6/3/2024,PathumThani_Hub,Market_Consumer,30.09,0,72.21,0.29
7/3/2024,PathumThani_Hub,Market_Consumer,30.53,0,70.83,0.28
8/3/2024,PathumThani_Hub,Market_Consumer,30.34,0,69.54,0.28
9/3/2024,PathumThani_Hub,Market_Consumer,29.68,0.9,71.88,0.29
10/3/2024,PathumThani_Hub,Market_Consumer,29.67,3.8,72.83,0.3
11/3/2024,PathumThani_Hub,Market_Consumer,30.25,1,70.79,0.29
12/3/2024,PathumThani_Hub,Market_Consumer,29.4,5.2,73.62,0.29
13/3/2024,PathumThani_Hub,Market_Consumer,29.59,0.8,72.5,0.29
14/3/2024,PathumThani_Hub,Market_Consumer,30.7,0,64.38,0.28
15/3/2024,PathumThani_Hub,Market_Consumer,30.25,0.2,71.67,0.28
16/3/2024,PathumThani_Hub,Market_Consumer,30.1,1,70.5,0.28
17/3/2024,PathumThani_Hub,Market_Consumer,30.4,0,65.38,0.3
18/3/2024,PathumThani_Hub,Market_Consumer,30.23,0,69,0.29
19/3/2024,PathumThani_Hub,Market_Consumer,29.34,0.4,74,0.29
20/3/2024,PathumThani_Hub,Market_Consumer,26.09,26.4,86.46,0.41
21/3/2024,PathumThani_Hub,Market_Consumer,27.62,0.2,71.04,0.42
22/3/2024,PathumThani_Hub,Market_Consumer,29.02,0,70.58,0.39
23/3/2024,PathumThani_Hub,Market_Consumer,29.77,0,74.75,0.35
24/3/2024,PathumThani_Hub,Market_Consumer,29.91,0,72.62,0.33
25/3/2024,PathumThani_Hub,Market_Consumer,30.37,1.8,73.12,0.31
26/3/2024,PathumThani_Hub,Market_Consumer,30.41,1.7,72.92,0.31
27/3/2024,PathumThani_Hub,Market_Consumer,29.78,0.4,70.29,0.31
28/3/2024,PathumThani_Hub,Market_Consumer,30.56,0,71.71,0.3
29/3/2024,PathumThani_Hub,Market_Consumer,30.91,0.1,69.58,0.29
30/3/2024,PathumThani_Hub,Market_Consumer,31.27,0.3,66.38,0.28
31/3/2024,PathumThani_Hub,Market_Consumer,31.65,0.5,65.88,0.28
1/4/2024,PathumThani_Hub,Market_Consumer,32.16,0,61.46,0.28
2/4/2024,PathumThani_Hub,Market_Consumer,31.48,0,66.88,0.28
3/4/2024,PathumThani_Hub,Market_Consumer,31.33,0,70.21,0.28
4/4/2024,PathumThani_Hub,Market_Consumer,31.53,0,70.17,0.28
5/4/2024,PathumThani_Hub,Market_Consumer,31.18,0.4,73.42,0.29
6/4/2024,PathumThani_Hub,Market_Consumer,31.27,0.1,72.62,0.29
7/4/2024,PathumThani_Hub,Market_Consumer,31.62,0,68.5,0.29
8/4/2024,PathumThani_Hub,Market_Consumer,32.02,0,63.42,0.29
9/4/2024,PathumThani_Hub,Market_Consumer,31.42,3.6,71.33,0.3
10/4/2024,PathumThani_Hub,Market_Consumer,32.04,0,68.04,0.28
11/4/2024,PathumThani_Hub,Market_Consumer,31.52,1.9,70.96,0.29
12/4/2024,PathumThani_Hub,Market_Consumer,30.99,1.9,72.79,0.28
13/4/2024,PathumThani_Hub,Market_Consumer,31.43,0.8,71.38,0.28
14/4/2024,PathumThani_Hub,Market_Consumer,31.71,0.3,69.12,0.28
15/4/2024,PathumThani_Hub,Market_Consumer,31.58,0,68.46,0.28
16/4/2024,PathumThani_Hub,Market_Consumer,31.49,0,67.71,0.28
17/4/2024,PathumThani_Hub,Market_Consumer,31.55,0.2,67.17,0.28
18/4/2024,PathumThani_Hub,Market_Consumer,32.35,0,64.62,0.28
19/4/2024,PathumThani_Hub,Market_Consumer,32.56,0,61.83,0.28
20/4/2024,PathumThani_Hub,Market_Consumer,32.82,0,61.79,0.28
21/4/2024,PathumThani_Hub,Market_Consumer,33.12,0,58.54,0.27
22/4/2024,PathumThani_Hub,Market_Consumer,32.76,0.1,64.38,0.27
23/4/2024,PathumThani_Hub,Market_Consumer,32.43,0.1,67.96,0.27
24/4/2024,PathumThani_Hub,Market_Consumer,32.22,0.2,67.58,0.28
25/4/2024,PathumThani_Hub,Market_Consumer,32.46,0,63.92,0.28
26/4/2024,PathumThani_Hub,Market_Consumer,32.43,0,65,0.27
27/4/2024,PathumThani_Hub,Market_Consumer,33.12,0.1,64.83,0.27
28/4/2024,PathumThani_Hub,Market_Consumer,33.02,0,66.83,0.28
29/4/2024,PathumThani_Hub,Market_Consumer,33.06,0.3,65.21,0.27
30/4/2024,PathumThani_Hub,Market_Consumer,33.42,0,61.67,0.27
1/5/2024,PathumThani_Hub,Market_Consumer,33.68,0,59.25,0.26
2/5/2024,PathumThani_Hub,Market_Consumer,33.11,0,64.21,0.26
3/5/2024,PathumThani_Hub,Market_Consumer,33.27,0.1,63.04,0.25
4/5/2024,PathumThani_Hub,Market_Consumer,31.35,35.9,73.79,0.35
5/5/2024,PathumThani_Hub,Market_Consumer,33.74,0,60.08,0.26
6/5/2024,PathumThani_Hub,Market_Consumer,32.57,1.3,67.21,0.26
7/5/2024,PathumThani_Hub,Market_Consumer,28.05,9.1,84.75,0.31
8/5/2024,PathumThani_Hub,Market_Consumer,30.21,0,68.67,0.37
9/5/2024,PathumThani_Hub,Market_Consumer,30.34,16.2,71.83,0.37
10/5/2024,PathumThani_Hub,Market_Consumer,30.15,22.4,74.29,0.4
11/5/2024,PathumThani_Hub,Market_Consumer,28.79,8.6,82.29,0.46
12/5/2024,PathumThani_Hub,Market_Consumer,30.84,6.4,73.75,0.4
13/5/2024,PathumThani_Hub,Market_Consumer,29.34,26.4,80.67,0.43
14/5/2024,PathumThani_Hub,Market_Consumer,29.63,0,78.88,0.45
15/5/2024,PathumThani_Hub,Market_Consumer,30.74,1.4,72.42,0.42
16/5/2024,PathumThani_Hub,Market_Consumer,30.09,1.9,78.21,0.43
17/5/2024,PathumThani_Hub,Market_Consumer,29.58,3.7,81.21,0.45
18/5/2024,PathumThani_Hub,Market_Consumer,30.01,1.9,79.54,0.44
19/5/2024,PathumThani_Hub,Market_Consumer,28.96,36.1,84.42,0.48
20/5/2024,PathumThani_Hub,Market_Consumer,28.95,22.2,84.96,0.49
21/5/2024,PathumThani_Hub,Market_Consumer,28.2,34.7,87.46,0.5
22/5/2024,PathumThani_Hub,Market_Consumer,28.23,8.1,84.75,0.5
23/5/2024,PathumThani_Hub,Market_Consumer,27.93,8.2,87.04,0.5
24/5/2024,PathumThani_Hub,Market_Consumer,27.98,4,84.83,0.5
25/5/2024,PathumThani_Hub,Market_Consumer,28.92,3.8,82.58,0.49
26/5/2024,PathumThani_Hub,Market_Consumer,29.36,2.1,79.42,0.48
27/5/2024,PathumThani_Hub,Market_Consumer,30.32,1.3,76.54,0.45
28/5/2024,PathumThani_Hub,Market_Consumer,30.18,0.3,72.46,0.42
29/5/2024,PathumThani_Hub,Market_Consumer,29.78,9.6,78.25,0.41
30/5/2024,PathumThani_Hub,Market_Consumer,28.98,42.4,80.17,0.42
31/5/2024,PathumThani_Hub,Market_Consumer,28.09,25,86.83,0.48
1/6/2024,PathumThani_Hub,Market_Consumer,27.69,21.1,88.79,0.49
2/6/2024,PathumThani_Hub,Market_Consumer,29.65,5.2,75.25,0.46
3/6/2024,PathumThani_Hub,Market_Consumer,29.51,0,71.5,0.41
4/6/2024,PathumThani_Hub,Market_Consumer,29.87,0.6,72.08,0.38
5/6/2024,PathumThani_Hub,Market_Consumer,29.75,1.1,76.25,0.35
6/6/2024,PathumThani_Hub,Market_Consumer,29.68,0.4,73.38,0.33
7/6/2024,PathumThani_Hub,Market_Consumer,29.35,5.3,74.92,0.33
8/6/2024,PathumThani_Hub,Market_Consumer,30.02,2.6,67.75,0.31
9/6/2024,PathumThani_Hub,Market_Consumer,29.13,2.1,73.25,0.36
10/6/2024,PathumThani_Hub,Market_Consumer,27.96,23.3,82.79,0.48
11/6/2024,PathumThani_Hub,Market_Consumer,28.1,11,81.33,0.48
12/6/2024,PathumThani_Hub,Market_Consumer,28.79,5.8,78.75,0.47
13/6/2024,PathumThani_Hub,Market_Consumer,29.73,0.4,74.12,0.43
14/6/2024,PathumThani_Hub,Market_Consumer,30.24,0.8,72.88,0.4
15/6/2024,PathumThani_Hub,Market_Consumer,30.42,0,69.54,0.37
16/6/2024,PathumThani_Hub,Market_Consumer,30.44,17.9,69.54,0.36
17/6/2024,PathumThani_Hub,Market_Consumer,28.91,5.7,79.79,0.46
18/6/2024,PathumThani_Hub,Market_Consumer,30.08,0,70.67,0.4
19/6/2024,PathumThani_Hub,Market_Consumer,29.83,2.5,72.79,0.37
20/6/2024,PathumThani_Hub,Market_Consumer,29.46,8.6,73.75,0.36
21/6/2024,PathumThani_Hub,Market_Consumer,29.11,12.4,75.29,0.38
22/6/2024,PathumThani_Hub,Market_Consumer,28.8,9.9,76.71,0.45
23/6/2024,PathumThani_Hub,Market_Consumer,28.28,7.2,77.33,0.42
24/6/2024,PathumThani_Hub,Market_Consumer,27.78,12.1,82,0.44
25/6/2024,PathumThani_Hub,Market_Consumer,27.84,16.9,82.54,0.46
26/6/2024,PathumThani_Hub,Market_Consumer,26.99,18.5,88.29,0.49
27/6/2024,PathumThani_Hub,Market_Consumer,28.28,0.2,79.17,0.47
28/6/2024,PathumThani_Hub,Market_Consumer,29.02,7.4,80.08,0.45
29/6/2024,PathumThani_Hub,Market_Consumer,27.95,20.7,84.62,0.48
30/6/2024,PathumThani_Hub,Market_Consumer,27.76,13.2,84.79,0.5
1/7/2024,PathumThani_Hub,Market_Consumer,27.64,3.8,83.38,0.49
2/7/2024,PathumThani_Hub,Market_Consumer,28.32,9.4,78.88,0.48
3/7/2024,PathumThani_Hub,Market_Consumer,28.93,1.3,76.08,0.44
4/7/2024,PathumThani_Hub,Market_Consumer,27.47,2.2,84.67,0.46
5/7/2024,PathumThani_Hub,Market_Consumer,27.28,12.2,85.12,0.5
6/7/2024,PathumThani_Hub,Market_Consumer,27.74,5.4,83.88,0.48
7/7/2024,PathumThani_Hub,Market_Consumer,28.94,0.2,76.08,0.44
8/7/2024,PathumThani_Hub,Market_Consumer,28.72,5.9,80.83,0.44
9/7/2024,PathumThani_Hub,Market_Consumer,28.27,11,80.46,0.46
10/7/2024,PathumThani_Hub,Market_Consumer,27.2,33.2,87.29,0.48
11/7/2024,PathumThani_Hub,Market_Consumer,26.85,21.1,87.58,0.51
12/7/2024,PathumThani_Hub,Market_Consumer,27.06,25.6,84.96,0.5
13/7/2024,PathumThani_Hub,Market_Consumer,27.46,10,82.33,0.49
14/7/2024,PathumThani_Hub,Market_Consumer,27.91,1.6,79,0.46
15/7/2024,PathumThani_Hub,Market_Consumer,27.06,13.7,85.62,0.46
16/7/2024,PathumThani_Hub,Market_Consumer,26.95,14,85.75,0.49
17/7/2024,PathumThani_Hub,Market_Consumer,27.4,32.9,83.38,0.48
18/7/2024,PathumThani_Hub,Market_Consumer,27.34,5.2,85.5,0.49
19/7/2024,PathumThani_Hub,Market_Consumer,27.35,6.1,87.33,0.49
20/7/2024,PathumThani_Hub,Market_Consumer,27.13,10.5,87.79,0.5
21/7/2024,PathumThani_Hub,Market_Consumer,27.69,25.7,86.92,0.5
22/7/2024,PathumThani_Hub,Market_Consumer,27.85,0.9,82.12,0.49
23/7/2024,PathumThani_Hub,Market_Consumer,27.61,13.1,83.08,0.48
24/7/2024,PathumThani_Hub,Market_Consumer,27.61,0.3,82.92,0.47
25/7/2024,PathumThani_Hub,Market_Consumer,27.03,3.9,85.29,0.47
26/7/2024,PathumThani_Hub,Market_Consumer,27.04,4.5,88,0.49
27/7/2024,PathumThani_Hub,Market_Consumer,27.36,19.5,88.62,0.49
28/7/2024,PathumThani_Hub,Market_Consumer,26.61,25.8,90.58,0.51
29/7/2024,PathumThani_Hub,Market_Consumer,26.79,26.3,89.04,0.51
30/7/2024,PathumThani_Hub,Market_Consumer,27.6,17,83.79,0.5
31/7/2024,PathumThani_Hub,Market_Consumer,27.28,2.4,87.75,0.49
1/8/2024,PathumThani_Hub,Market_Consumer,27.32,8.6,87.33,0.49
2/8/2024,PathumThani_Hub,Market_Consumer,27.58,6.1,85.5,0.49
3/8/2024,PathumThani_Hub,Market_Consumer,27.5,4,84,0.49
4/8/2024,PathumThani_Hub,Market_Consumer,27.64,9.8,83.17,0.5
5/8/2024,PathumThani_Hub,Market_Consumer,27.15,19.1,86.33,0.5
6/8/2024,PathumThani_Hub,Market_Consumer,27.65,23.3,84.21,0.49
7/8/2024,PathumThani_Hub,Market_Consumer,27.28,16.3,85.79,0.49
8/8/2024,PathumThani_Hub,Market_Consumer,27.87,0,82.04,0.48
9/8/2024,PathumThani_Hub,Market_Consumer,29.35,1.3,78.17,0.45
10/8/2024,PathumThani_Hub,Market_Consumer,29.73,0.1,74.92,0.42
11/8/2024,PathumThani_Hub,Market_Consumer,29.67,4,74.25,0.4
12/8/2024,PathumThani_Hub,Market_Consumer,28.54,4.6,80.04,0.42
13/8/2024,PathumThani_Hub,Market_Consumer,28.49,4.1,81.83,0.4
14/8/2024,PathumThani_Hub,Market_Consumer,28.6,4.8,82.17,0.39
15/8/2024,PathumThani_Hub,Market_Consumer,28.83,4.3,81.96,0.38
16/8/2024,PathumThani_Hub,Market_Consumer,28.92,4.8,80.46,0.44
17/8/2024,PathumThani_Hub,Market_Consumer,28.72,1.3,78.96,0.44
18/8/2024,PathumThani_Hub,Market_Consumer,29.05,1.8,79.46,0.41
19/8/2024,PathumThani_Hub,Market_Consumer,28.82,7.6,80.58,0.44
20/8/2024,PathumThani_Hub,Market_Consumer,27.8,12.4,84.33,0.46
21/8/2024,PathumThani_Hub,Market_Consumer,28.32,0.3,81.96,0.45
22/8/2024,PathumThani_Hub,Market_Consumer,29.27,0.2,75.12,0.42
23/8/2024,PathumThani_Hub,Market_Consumer,29.54,0.3,75.12,0.42
24/8/2024,PathumThani_Hub,Market_Consumer,28.31,16,83.04,0.45
25/8/2024,PathumThani_Hub,Market_Consumer,27.78,14.3,83,0.47
26/8/2024,PathumThani_Hub,Market_Consumer,28.4,12.1,79.04,0.46
27/8/2024,PathumThani_Hub,Market_Consumer,28.54,5.6,78.38,0.47
28/8/2024,PathumThani_Hub,Market_Consumer,27.26,17.6,85.46,0.49
29/8/2024,PathumThani_Hub,Market_Consumer,26.83,20.9,88.62,0.5
30/8/2024,PathumThani_Hub,Market_Consumer,27.7,4.9,81.92,0.48
31/8/2024,PathumThani_Hub,Market_Consumer,27.95,8.7,77.5,0.48
1/9/2024,PathumThani_Hub,Market_Consumer,28.16,31.9,77.92,0.47
2/9/2024,PathumThani_Hub,Market_Consumer,27.22,18.5,86.21,0.5
3/9/2024,PathumThani_Hub,Market_Consumer,26.48,18.7,90.42,0.51
4/9/2024,PathumThani_Hub,Market_Consumer,27,24.4,87.33,0.5
5/9/2024,PathumThani_Hub,Market_Consumer,28.09,12.4,79.08,0.48
6/9/2024,PathumThani_Hub,Market_Consumer,28.27,13.2,78.04,0.47
7/9/2024,PathumThani_Hub,Market_Consumer,29.13,0.1,72.75,0.42
8/9/2024,PathumThani_Hub,Market_Consumer,28.51,2.9,77.12,0.41
9/9/2024,PathumThani_Hub,Market_Consumer,28.1,6.7,81.58,0.43
10/9/2024,PathumThani_Hub,Market_Consumer,27.86,12.2,82.79,0.47
11/9/2024,PathumThani_Hub,Market_Consumer,27.77,15.5,85.25,0.47
12/9/2024,PathumThani_Hub,Market_Consumer,27.6,15.7,85.08,0.48
13/9/2024,PathumThani_Hub,Market_Consumer,27.88,13.4,82.67,0.48
14/9/2024,PathumThani_Hub,Market_Consumer,27.8,16.8,83.21,0.47
15/9/2024,PathumThani_Hub,Market_Consumer,27.54,11.4,82.46,0.49
16/9/2024,PathumThani_Hub,Market_Consumer,28.52,7.5,77.04,0.48
17/9/2024,PathumThani_Hub,Market_Consumer,28.22,4.4,80.17,0.47
18/9/2024,PathumThani_Hub,Market_Consumer,27.09,17.9,87.5,0.49
19/9/2024,PathumThani_Hub,Market_Consumer,27.51,2.1,84.46,0.48
20/9/2024,PathumThani_Hub,Market_Consumer,27.47,3.8,84.46,0.47
21/9/2024,PathumThani_Hub,Market_Consumer,26.7,15.2,89.12,0.51
22/9/2024,PathumThani_Hub,Market_Consumer,26.93,15.4,88.96,0.51
23/9/2024,PathumThani_Hub,Market_Consumer,27.54,4.5,85.29,0.5
24/9/2024,PathumThani_Hub,Market_Consumer,26.77,7.4,87.46,0.49
25/9/2024,PathumThani_Hub,Market_Consumer,27.25,3,83.54,0.5
26/9/2024,PathumThani_Hub,Market_Consumer,27.33,10.5,84.71,0.48
27/9/2024,PathumThani_Hub,Market_Consumer,27.72,0.5,84.17,0.48
28/9/2024,PathumThani_Hub,Market_Consumer,28.05,3.5,83.17,0.47
29/9/2024,PathumThani_Hub,Market_Consumer,28.85,2.4,82.25,0.47
30/9/2024,PathumThani_Hub,Market_Consumer,28.74,15.8,79.92,0.48
1/10/2024,PathumThani_Hub,Market_Consumer,27.28,13.4,87.5,0.49
2/10/2024,PathumThani_Hub,Market_Consumer,27.14,6.3,87.54,0.5
3/10/2024,PathumThani_Hub,Market_Consumer,26.53,33,87.33,0.5
4/10/2024,PathumThani_Hub,Market_Consumer,26.74,27.8,86.5,0.5
5/10/2024,PathumThani_Hub,Market_Consumer,27.96,0.6,79.12,0.48
6/10/2024,PathumThani_Hub,Market_Consumer,28.22,0.3,73.79,0.46
7/10/2024,PathumThani_Hub,Market_Consumer,28.35,0.3,76.04,0.44
8/10/2024,PathumThani_Hub,Market_Consumer,28.08,7.6,77.79,0.45
9/10/2024,PathumThani_Hub,Market_Consumer,27.32,4.2,86.75,0.48
10/10/2024,PathumThani_Hub,Market_Consumer,26.99,25.1,86.33,0.49
11/10/2024,PathumThani_Hub,Market_Consumer,27.71,0.4,82.29,0.48
12/10/2024,PathumThani_Hub,Market_Consumer,28.34,0.7,80.12,0.46
13/10/2024,PathumThani_Hub,Market_Consumer,27.54,9.4,85.62,0.46
14/10/2024,PathumThani_Hub,Market_Consumer,28.06,0.4,83.46,0.48
15/10/2024,PathumThani_Hub,Market_Consumer,28.65,0,78.54,0.46
16/10/2024,PathumThani_Hub,Market_Consumer,28.1,1.4,82.5,0.45
17/10/2024,PathumThani_Hub,Market_Consumer,27.93,2.6,82.12,0.44
18/10/2024,PathumThani_Hub,Market_Consumer,26.68,19.4,87.71,0.48
19/10/2024,PathumThani_Hub,Market_Consumer,26.25,15.5,88.42,0.5
20/10/2024,PathumThani_Hub,Market_Consumer,26.07,21.8,89.21,0.5
21/10/2024,PathumThani_Hub,Market_Consumer,27.26,7.7,84.79,0.49
22/10/2024,PathumThani_Hub,Market_Consumer,27.76,11.5,83.42,0.49
23/10/2024,PathumThani_Hub,Market_Consumer,27.1,10.7,84.58,0.48
24/10/2024,PathumThani_Hub,Market_Consumer,27.7,0.1,79.79,0.46
25/10/2024,PathumThani_Hub,Market_Consumer,28.19,0,77.54,0.44
26/10/2024,PathumThani_Hub,Market_Consumer,28.99,0,76.83,0.42
27/10/2024,PathumThani_Hub,Market_Consumer,28.53,9.4,80.42,0.44
28/10/2024,PathumThani_Hub,Market_Consumer,27.3,14.6,84.04,0.46
29/10/2024,PathumThani_Hub,Market_Consumer,27.68,0.9,79.83,0.43
30/10/2024,PathumThani_Hub,Market_Consumer,27.09,1.1,82.75,0.4
31/10/2024,PathumThani_Hub,Market_Consumer,27.6,1.1,80.67,0.38
1/11/2024,PathumThani_Hub,Market_Consumer,27.54,1.8,82.42,0.37
2/11/2024,PathumThani_Hub,Market_Consumer,27.53,11.1,74.62,0.43
3/11/2024,PathumThani_Hub,Market_Consumer,27,0,68.38,0.41
4/11/2024,PathumThani_Hub,Market_Consumer,27.28,0.3,72.62,0.39
5/11/2024,PathumThani_Hub,Market_Consumer,26.65,3.4,78.29,0.38
